species,spcode,season.site,decade,num.nights.per.season,count,abun.class,abun.class.log,total.decade,total.count
Ichneutica omoplaca,Ichomo,1961r,1,8,0,Common,1,3,31
Orocrambus xanthogrammus,Oroxan,1961r,1,8,0,Common,1,30,31
Ichneutica omoplaca,Ichomo,1961s,1,13,0,Common,1,3,31
Orocrambus xanthogrammus,Oroxan,1961s,1,13,0,Common,1,30,31
Ichneutica omoplaca,Ichomo,1962r,1,9,0,Common,1,3,31
Orocrambus xanthogrammus,Oroxan,1962r,1,9,7,Common,1,30,31
Ichneutica omoplaca,Ichomo,1962s,1,13,3,Common,1,3,31
Orocrambus xanthogrammus,Oroxan,1962s,1,13,23,Common,1,30,31
Ichneutica omoplaca,Ichomo,1987r,2,8,1,Common,1,26,31
Orocrambus xanthogrammus,Oroxan,1987r,2,8,0,Common,1,0,31
Ichneutica omoplaca,Ichomo,1987s,2,9,5,Common,1,26,31
Orocrambus xanthogrammus,Oroxan,1987s,2,9,0,Common,1,0,31
Ichneutica omoplaca,Ichomo,1988r,2,14,1,Common,1,26,31
Orocrambus xanthogrammus,Oroxan,1988r,2,14,0,Common,1,0,31
Ichneutica omoplaca,Ichomo,1988s,2,15,19,Common,1,26,31
Orocrambus xanthogrammus,Oroxan,1988s,2,15,0,Common,1,0,31
Ichneutica omoplaca,Ichomo,1989s,2,3,0,Common,1,26,31
Orocrambus xanthogrammus,Oroxan,1989s,2,3,0,Common,1,0,31
Ichneutica omoplaca,Ichomo,2020r,3,13,0,Common,1,2,31
Orocrambus xanthogrammus,Oroxan,2020r,3,13,1,Common,1,1,31
Ichneutica omoplaca,Ichomo,2020s,3,13,1,Common,1,2,31
Orocrambus xanthogrammus,Oroxan,2020s,3,13,0,Common,1,1,31
Ichneutica omoplaca,Ichomo,2021r,3,2,0,Common,1,2,31
Orocrambus xanthogrammus,Oroxan,2021r,3,2,0,Common,1,1,31
Ichneutica omoplaca,Ichomo,2021s,3,2,1,Common,1,2,31
Orocrambus xanthogrammus,Oroxan,2021s,3,2,0,Common,1,1,31
Ichneutica semivittata,Ichsem,1961r,1,8,1,Common,1,28,30
Ichneutica semivittata,Ichsem,1961s,1,13,14,Common,1,28,30
Ichneutica semivittata,Ichsem,1962r,1,9,0,Common,1,28,30
Ichneutica semivittata,Ichsem,1962s,1,13,13,Common,1,28,30
Ichneutica semivittata,Ichsem,1987r,2,8,0,Common,1,2,30
Ichneutica semivittata,Ichsem,1987s,2,9,1,Common,1,2,30
Ichneutica semivittata,Ichsem,1988r,2,14,0,Common,1,2,30
Ichneutica semivittata,Ichsem,1988s,2,15,1,Common,1,2,30
Ichneutica semivittata,Ichsem,1989s,2,3,0,Common,1,2,30
Ichneutica semivittata,Ichsem,2020r,3,13,0,Common,1,0,30
Ichneutica semivittata,Ichsem,2020s,3,13,0,Common,1,0,30
Ichneutica semivittata,Ichsem,2021r,3,2,0,Common,1,0,30
Ichneutica semivittata,Ichsem,2021s,3,2,0,Common,1,0,30
Scopula rubraria,Scorub,1961r,1,8,18,Middling,1,28,28
Scopula rubraria,Scorub,1961s,1,13,0,Middling,1,28,28
Scopula rubraria,Scorub,1962r,1,9,9,Middling,1,28,28
Scopula rubraria,Scorub,1962s,1,13,1,Middling,1,28,28
Scopula rubraria,Scorub,1987r,2,8,0,Middling,1,0,28
Scopula rubraria,Scorub,1987s,2,9,0,Middling,1,0,28
Scopula rubraria,Scorub,1988r,2,14,0,Middling,1,0,28
Scopula rubraria,Scorub,1988s,2,15,0,Middling,1,0,28
Scopula rubraria,Scorub,1989s,2,3,0,Middling,1,0,28
Scopula rubraria,Scorub,2020r,3,13,0,Middling,1,0,28
Scopula rubraria,Scorub,2020s,3,13,0,Middling,1,0,28
Scopula rubraria,Scorub,2021r,3,2,0,Middling,1,0,28
Scopula rubraria,Scorub,2021s,3,2,0,Middling,1,0,28
Ichneutica rubescens,Ichrub,1961r,1,8,2,Middling,1,24,27
Ichneutica rubescens,Ichrub,1961s,1,13,15,Middling,1,24,27
Ichneutica rubescens,Ichrub,1962r,1,9,3,Middling,1,24,27
Ichneutica rubescens,Ichrub,1962s,1,13,4,Middling,1,24,27
Ichneutica rubescens,Ichrub,1987r,2,8,0,Middling,1,3,27
Ichneutica rubescens,Ichrub,1987s,2,9,1,Middling,1,3,27
Ichneutica rubescens,Ichrub,1988r,2,14,1,Middling,1,3,27
Ichneutica rubescens,Ichrub,1988s,2,15,1,Middling,1,3,27
Ichneutica rubescens,Ichrub,1989s,2,3,0,Middling,1,3,27
Ichneutica rubescens,Ichrub,2020r,3,13,0,Middling,1,0,27
Ichneutica rubescens,Ichrub,2020s,3,13,0,Middling,1,0,27
Ichneutica rubescens,Ichrub,2021r,3,2,0,Middling,1,0,27
Ichneutica rubescens,Ichrub,2021s,3,2,0,Middling,1,0,27
Ichneutica scutata,Ichscu,1961r,1,8,2,Middling,1,18,23
Ichneutica scutata,Ichscu,1961s,1,13,16,Middling,1,18,23
Ichneutica scutata,Ichscu,1962r,1,9,0,Middling,1,18,23
Ichneutica scutata,Ichscu,1962s,1,13,0,Middling,1,18,23
Ichneutica scutata,Ichscu,1987r,2,8,0,Middling,1,5,23
Ichneutica scutata,Ichscu,1987s,2,9,0,Middling,1,5,23
Ichneutica scutata,Ichscu,1988r,2,14,2,Middling,1,5,23
Ichneutica scutata,Ichscu,1988s,2,15,3,Middling,1,5,23
Ichneutica scutata,Ichscu,1989s,2,3,0,Middling,1,5,23
Ichneutica scutata,Ichscu,2020r,3,13,0,Middling,1,0,23
Ichneutica scutata,Ichscu,2020s,3,13,0,Middling,1,0,23
Ichneutica scutata,Ichscu,2021r,3,2,0,Middling,1,0,23
Ichneutica scutata,Ichscu,2021s,3,2,0,Middling,1,0,23
Harmologa sisyrana,Harsis,1961r,1,8,0,Middling,1,2,22
Harmologa sisyrana,Harsis,1961s,1,13,0,Middling,1,2,22
Harmologa sisyrana,Harsis,1962r,1,9,1,Middling,1,2,22
Harmologa sisyrana,Harsis,1962s,1,13,1,Middling,1,2,22
Harmologa sisyrana,Harsis,1987r,2,8,1,Middling,1,20,22
Harmologa sisyrana,Harsis,1987s,2,9,3,Middling,1,20,22
Harmologa sisyrana,Harsis,1988r,2,14,1,Middling,1,20,22
Harmologa sisyrana,Harsis,1988s,2,15,15,Middling,1,20,22
Harmologa sisyrana,Harsis,1989s,2,3,0,Middling,1,20,22
Harmologa sisyrana,Harsis,2020r,3,13,0,Middling,1,0,22
Harmologa sisyrana,Harsis,2020s,3,13,0,Middling,1,0,22
Harmologa sisyrana,Harsis,2021r,3,2,0,Middling,1,0,22
Harmologa sisyrana,Harsis,2021s,3,2,0,Middling,1,0,22
Clepsis leucaniana,Cleleu,1961r,1,8,0,Middling,1,16,21
Clepsis leucaniana,Cleleu,1961s,1,13,1,Middling,1,16,21
Clepsis leucaniana,Cleleu,1962r,1,9,9,Middling,1,16,21
Clepsis leucaniana,Cleleu,1962s,1,13,6,Middling,1,16,21
Clepsis leucaniana,Cleleu,1987r,2,8,0,Middling,1,4,21
Clepsis leucaniana,Cleleu,1987s,2,9,1,Middling,1,4,21
Clepsis leucaniana,Cleleu,1988r,2,14,1,Middling,1,4,21
Clepsis leucaniana,Cleleu,1988s,2,15,2,Middling,1,4,21
Clepsis leucaniana,Cleleu,1989s,2,3,0,Middling,1,4,21
Clepsis leucaniana,Cleleu,2020r,3,13,0,Middling,1,1,21
Clepsis leucaniana,Cleleu,2020s,3,13,1,Middling,1,1,21
Clepsis leucaniana,Cleleu,2021r,3,2,0,Middling,1,1,21
Clepsis leucaniana,Cleleu,2021s,3,2,0,Middling,1,1,21
Asaphodes abrogata,Asaabr,1961r,1,8,1,Middling,1,9,18
Eudonia melanaegis,Eudmel,1961r,1,8,0,Middling,1,7,18
Plutella xylostella,Pluxyl,1961r,1,8,0,Middling,1,0,18
Wiseana cervinata,Wiscer,1961r,1,8,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1961s,1,13,3,Middling,1,9,18
Eudonia melanaegis,Eudmel,1961s,1,13,5,Middling,1,7,18
Plutella xylostella,Pluxyl,1961s,1,13,0,Middling,1,0,18
Wiseana cervinata,Wiscer,1961s,1,13,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1962r,1,9,1,Middling,1,9,18
Eudonia melanaegis,Eudmel,1962r,1,9,0,Middling,1,7,18
Plutella xylostella,Pluxyl,1962r,1,9,0,Middling,1,0,18
Wiseana cervinata,Wiscer,1962r,1,9,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1962s,1,13,4,Middling,1,9,18
Eudonia melanaegis,Eudmel,1962s,1,13,2,Middling,1,7,18
Plutella xylostella,Pluxyl,1962s,1,13,0,Middling,1,0,18
Wiseana cervinata,Wiscer,1962s,1,13,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1987r,2,8,0,Middling,1,9,18
Eudonia melanaegis,Eudmel,1987r,2,8,0,Middling,1,2,18
Plutella xylostella,Pluxyl,1987r,2,8,0,Middling,1,18,18
Wiseana cervinata,Wiscer,1987r,2,8,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1987s,2,9,0,Middling,1,9,18
Eudonia melanaegis,Eudmel,1987s,2,9,0,Middling,1,2,18
Plutella xylostella,Pluxyl,1987s,2,9,0,Middling,1,18,18
Wiseana cervinata,Wiscer,1987s,2,9,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1988r,2,14,0,Middling,1,9,18
Eudonia melanaegis,Eudmel,1988r,2,14,2,Middling,1,2,18
Plutella xylostella,Pluxyl,1988r,2,14,3,Middling,1,18,18
Wiseana cervinata,Wiscer,1988r,2,14,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1988s,2,15,9,Middling,1,9,18
Eudonia melanaegis,Eudmel,1988s,2,15,0,Middling,1,2,18
Plutella xylostella,Pluxyl,1988s,2,15,2,Middling,1,18,18
Wiseana cervinata,Wiscer,1988s,2,15,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,1989s,2,3,0,Middling,1,9,18
Eudonia melanaegis,Eudmel,1989s,2,3,0,Middling,1,2,18
Plutella xylostella,Pluxyl,1989s,2,3,13,Middling,1,18,18
Wiseana cervinata,Wiscer,1989s,2,3,0,Middling,1,0,18
Asaphodes abrogata,Asaabr,2020r,3,13,0,Middling,1,0,18
Eudonia melanaegis,Eudmel,2020r,3,13,3,Middling,1,9,18
Plutella xylostella,Pluxyl,2020r,3,13,0,Middling,1,0,18
Wiseana cervinata,Wiscer,2020r,3,13,1,Middling,1,18,18
Asaphodes abrogata,Asaabr,2020s,3,13,0,Middling,1,0,18
Eudonia melanaegis,Eudmel,2020s,3,13,5,Middling,1,9,18
Plutella xylostella,Pluxyl,2020s,3,13,0,Middling,1,0,18
Wiseana cervinata,Wiscer,2020s,3,13,4,Middling,1,18,18
Asaphodes abrogata,Asaabr,2021r,3,2,0,Middling,1,0,18
Eudonia melanaegis,Eudmel,2021r,3,2,1,Middling,1,9,18
Plutella xylostella,Pluxyl,2021r,3,2,0,Middling,1,0,18
Wiseana cervinata,Wiscer,2021r,3,2,12,Middling,1,18,18
Asaphodes abrogata,Asaabr,2021s,3,2,0,Middling,1,0,18
Eudonia melanaegis,Eudmel,2021s,3,2,0,Middling,1,9,18
Plutella xylostella,Pluxyl,2021s,3,2,0,Middling,1,0,18
Wiseana cervinata,Wiscer,2021s,3,2,1,Middling,1,18,18
Stenoptilia orites,Steori,1961r,1,8,0,Middling,1,1,16
Stenoptilia orites,Steori,1961s,1,13,1,Middling,1,1,16
Stenoptilia orites,Steori,1962r,1,9,0,Middling,1,1,16
Stenoptilia orites,Steori,1962s,1,13,0,Middling,1,1,16
Stenoptilia orites,Steori,1987r,2,8,0,Middling,1,10,16
Stenoptilia orites,Steori,1987s,2,9,3,Middling,1,10,16
Stenoptilia orites,Steori,1988r,2,14,1,Middling,1,10,16
Stenoptilia orites,Steori,1988s,2,15,2,Middling,1,10,16
Stenoptilia orites,Steori,1989s,2,3,4,Middling,1,10,16
Stenoptilia orites,Steori,2020r,3,13,0,Middling,1,5,16
Stenoptilia orites,Steori,2020s,3,13,2,Middling,1,5,16
Stenoptilia orites,Steori,2021r,3,2,0,Middling,1,5,16
Stenoptilia orites,Steori,2021s,3,2,3,Middling,1,5,16
Anisoplaca ptyoptera,Anipty,1961r,1,8,0,Middling,1,7,14
Monopis ethelella,Moneth,1961r,1,8,1,Middling,1,9,14
Tingena macarella,Tinmac,1961r,1,8,0,Middling,1,13,14
Anisoplaca ptyoptera,Anipty,1961s,1,13,2,Middling,1,7,14
Monopis ethelella,Moneth,1961s,1,13,4,Middling,1,9,14
Tingena macarella,Tinmac,1961s,1,13,4,Middling,1,13,14
Anisoplaca ptyoptera,Anipty,1962r,1,9,5,Middling,1,7,14
Monopis ethelella,Moneth,1962r,1,9,3,Middling,1,9,14
Tingena macarella,Tinmac,1962r,1,9,5,Middling,1,13,14
Anisoplaca ptyoptera,Anipty,1962s,1,13,0,Middling,1,7,14
Monopis ethelella,Moneth,1962s,1,13,1,Middling,1,9,14
Tingena macarella,Tinmac,1962s,1,13,4,Middling,1,13,14
Anisoplaca ptyoptera,Anipty,1987r,2,8,0,Middling,1,6,14
Monopis ethelella,Moneth,1987r,2,8,0,Middling,1,5,14
Tingena macarella,Tinmac,1987r,2,8,0,Middling,1,1,14
Anisoplaca ptyoptera,Anipty,1987s,2,9,0,Middling,1,6,14
Monopis ethelella,Moneth,1987s,2,9,0,Middling,1,5,14
Tingena macarella,Tinmac,1987s,2,9,0,Middling,1,1,14
Anisoplaca ptyoptera,Anipty,1988r,2,14,3,Middling,1,6,14
Monopis ethelella,Moneth,1988r,2,14,1,Middling,1,5,14
Tingena macarella,Tinmac,1988r,2,14,1,Middling,1,1,14
Anisoplaca ptyoptera,Anipty,1988s,2,15,3,Middling,1,6,14
Monopis ethelella,Moneth,1988s,2,15,4,Middling,1,5,14
Tingena macarella,Tinmac,1988s,2,15,0,Middling,1,1,14
Anisoplaca ptyoptera,Anipty,1989s,2,3,0,Middling,1,6,14
Monopis ethelella,Moneth,1989s,2,3,0,Middling,1,5,14
Tingena macarella,Tinmac,1989s,2,3,0,Middling,1,1,14
Anisoplaca ptyoptera,Anipty,2020r,3,13,1,Middling,1,1,14
Monopis ethelella,Moneth,2020r,3,13,0,Middling,1,0,14
Tingena macarella,Tinmac,2020r,3,13,0,Middling,1,0,14
Anisoplaca ptyoptera,Anipty,2020s,3,13,0,Middling,1,1,14
Monopis ethelella,Moneth,2020s,3,13,0,Middling,1,0,14
Tingena macarella,Tinmac,2020s,3,13,0,Middling,1,0,14
Anisoplaca ptyoptera,Anipty,2021r,3,2,0,Middling,1,1,14
Monopis ethelella,Moneth,2021r,3,2,0,Middling,1,0,14
Tingena macarella,Tinmac,2021r,3,2,0,Middling,1,0,14
Anisoplaca ptyoptera,Anipty,2021s,3,2,0,Middling,1,1,14
Monopis ethelella,Moneth,2021s,3,2,0,Middling,1,0,14
Tingena macarella,Tinmac,2021s,3,2,0,Middling,1,0,14
Homoeosoma anaspila,Homana,1961r,1,8,0,Middling,1,0,13
Ichneutica morosa,Ichmor,1961r,1,8,1,Middling,1,8,13
Kiwaia parapleura,Kiwpar,1961r,1,8,0,Middling,1,11,13
Homoeosoma anaspila,Homana,1961s,1,13,0,Middling,1,0,13
Ichneutica morosa,Ichmor,1961s,1,13,5,Middling,1,8,13
Kiwaia parapleura,Kiwpar,1961s,1,13,3,Middling,1,11,13
Homoeosoma anaspila,Homana,1962r,1,9,0,Middling,1,0,13
Ichneutica morosa,Ichmor,1962r,1,9,1,Middling,1,8,13
Kiwaia parapleura,Kiwpar,1962r,1,9,0,Middling,1,11,13
Homoeosoma anaspila,Homana,1962s,1,13,0,Middling,1,0,13
Ichneutica morosa,Ichmor,1962s,1,13,1,Middling,1,8,13
Kiwaia parapleura,Kiwpar,1962s,1,13,8,Middling,1,11,13
Homoeosoma anaspila,Homana,1987r,2,8,0,Middling,1,13,13
Ichneutica morosa,Ichmor,1987r,2,8,0,Middling,1,2,13
Kiwaia parapleura,Kiwpar,1987r,2,8,0,Middling,1,2,13
Homoeosoma anaspila,Homana,1987s,2,9,0,Middling,1,13,13
Ichneutica morosa,Ichmor,1987s,2,9,0,Middling,1,2,13
Kiwaia parapleura,Kiwpar,1987s,2,9,2,Middling,1,2,13
Homoeosoma anaspila,Homana,1988r,2,14,0,Middling,1,13,13
Ichneutica morosa,Ichmor,1988r,2,14,0,Middling,1,2,13
Kiwaia parapleura,Kiwpar,1988r,2,14,0,Middling,1,2,13
Homoeosoma anaspila,Homana,1988s,2,15,13,Middling,1,13,13
Ichneutica morosa,Ichmor,1988s,2,15,2,Middling,1,2,13
Kiwaia parapleura,Kiwpar,1988s,2,15,0,Middling,1,2,13
Homoeosoma anaspila,Homana,1989s,2,3,0,Middling,1,13,13
Ichneutica morosa,Ichmor,1989s,2,3,0,Middling,1,2,13
Kiwaia parapleura,Kiwpar,1989s,2,3,0,Middling,1,2,13
Homoeosoma anaspila,Homana,2020r,3,13,0,Middling,1,0,13
Ichneutica morosa,Ichmor,2020r,3,13,0,Middling,1,3,13
Kiwaia parapleura,Kiwpar,2020r,3,13,0,Middling,1,0,13
Homoeosoma anaspila,Homana,2020s,3,13,0,Middling,1,0,13
Ichneutica morosa,Ichmor,2020s,3,13,2,Middling,1,3,13
Kiwaia parapleura,Kiwpar,2020s,3,13,0,Middling,1,0,13
Homoeosoma anaspila,Homana,2021r,3,2,0,Middling,1,0,13
Ichneutica morosa,Ichmor,2021r,3,2,0,Middling,1,3,13
Kiwaia parapleura,Kiwpar,2021r,3,2,0,Middling,1,0,13
Homoeosoma anaspila,Homana,2021s,3,2,0,Middling,1,0,13
Ichneutica morosa,Ichmor,2021s,3,2,1,Middling,1,3,13
Kiwaia parapleura,Kiwpar,2021s,3,2,0,Middling,1,0,13
Anachloris subochraria,Anasub,1961r,1,8,0,Middling,1,7,12
Epyaxa lucidata,Epyluc,1961r,1,8,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,1961r,1,8,0,Middling,1,1,12
Anachloris subochraria,Anasub,1961s,1,13,3,Middling,1,7,12
Epyaxa lucidata,Epyluc,1961s,1,13,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,1961s,1,13,1,Middling,1,1,12
Anachloris subochraria,Anasub,1962r,1,9,0,Middling,1,7,12
Epyaxa lucidata,Epyluc,1962r,1,9,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,1962r,1,9,0,Middling,1,1,12
Anachloris subochraria,Anasub,1962s,1,13,4,Middling,1,7,12
Epyaxa lucidata,Epyluc,1962s,1,13,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,1962s,1,13,0,Middling,1,1,12
Anachloris subochraria,Anasub,1987r,2,8,0,Middling,1,4,12
Epyaxa lucidata,Epyluc,1987r,2,8,0,Middling,1,12,12
Phaeosaces apocrypta,Phaapo,1987r,2,8,3,Middling,1,11,12
Anachloris subochraria,Anasub,1987s,2,9,0,Middling,1,4,12
Epyaxa lucidata,Epyluc,1987s,2,9,0,Middling,1,12,12
Phaeosaces apocrypta,Phaapo,1987s,2,9,2,Middling,1,11,12
Anachloris subochraria,Anasub,1988r,2,14,0,Middling,1,4,12
Epyaxa lucidata,Epyluc,1988r,2,14,0,Middling,1,12,12
Phaeosaces apocrypta,Phaapo,1988r,2,14,3,Middling,1,11,12
Anachloris subochraria,Anasub,1988s,2,15,4,Middling,1,4,12
Epyaxa lucidata,Epyluc,1988s,2,15,12,Middling,1,12,12
Phaeosaces apocrypta,Phaapo,1988s,2,15,3,Middling,1,11,12
Anachloris subochraria,Anasub,1989s,2,3,0,Middling,1,4,12
Epyaxa lucidata,Epyluc,1989s,2,3,0,Middling,1,12,12
Phaeosaces apocrypta,Phaapo,1989s,2,3,0,Middling,1,11,12
Anachloris subochraria,Anasub,2020r,3,13,0,Middling,1,1,12
Epyaxa lucidata,Epyluc,2020r,3,13,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,2020r,3,13,0,Middling,1,0,12
Anachloris subochraria,Anasub,2020s,3,13,1,Middling,1,1,12
Epyaxa lucidata,Epyluc,2020s,3,13,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,2020s,3,13,0,Middling,1,0,12
Anachloris subochraria,Anasub,2021r,3,2,0,Middling,1,1,12
Epyaxa lucidata,Epyluc,2021r,3,2,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,2021r,3,2,0,Middling,1,0,12
Anachloris subochraria,Anasub,2021s,3,2,0,Middling,1,1,12
Epyaxa lucidata,Epyluc,2021s,3,2,0,Middling,1,0,12
Phaeosaces apocrypta,Phaapo,2021s,3,2,0,Middling,1,0,12
Amblyptilia repletalis,Ambrep,1961r,1,8,2,Middling,1,9,11
Diasemia grammalis,Diagra,1961r,1,8,0,Middling,1,8,11
Xanthorhoe semifissata,Xansem,1961r,1,8,0,Middling,1,9,11
Amblyptilia repletalis,Ambrep,1961s,1,13,2,Middling,1,9,11
Diasemia grammalis,Diagra,1961s,1,13,1,Middling,1,8,11
Xanthorhoe semifissata,Xansem,1961s,1,13,7,Middling,1,9,11
Amblyptilia repletalis,Ambrep,1962r,1,9,2,Middling,1,9,11
Diasemia grammalis,Diagra,1962r,1,9,0,Middling,1,8,11
Xanthorhoe semifissata,Xansem,1962r,1,9,0,Middling,1,9,11
Amblyptilia repletalis,Ambrep,1962s,1,13,3,Middling,1,9,11
Diasemia grammalis,Diagra,1962s,1,13,7,Middling,1,8,11
Xanthorhoe semifissata,Xansem,1962s,1,13,2,Middling,1,9,11
Amblyptilia repletalis,Ambrep,1987r,2,8,1,Middling,1,2,11
Diasemia grammalis,Diagra,1987r,2,8,0,Middling,1,3,11
Xanthorhoe semifissata,Xansem,1987r,2,8,0,Middling,1,2,11
Amblyptilia repletalis,Ambrep,1987s,2,9,0,Middling,1,2,11
Diasemia grammalis,Diagra,1987s,2,9,0,Middling,1,3,11
Xanthorhoe semifissata,Xansem,1987s,2,9,0,Middling,1,2,11
Amblyptilia repletalis,Ambrep,1988r,2,14,1,Middling,1,2,11
Diasemia grammalis,Diagra,1988r,2,14,1,Middling,1,3,11
Xanthorhoe semifissata,Xansem,1988r,2,14,0,Middling,1,2,11
Amblyptilia repletalis,Ambrep,1988s,2,15,0,Middling,1,2,11
Diasemia grammalis,Diagra,1988s,2,15,2,Middling,1,3,11
Xanthorhoe semifissata,Xansem,1988s,2,15,2,Middling,1,2,11
Amblyptilia repletalis,Ambrep,1989s,2,3,0,Middling,1,2,11
Diasemia grammalis,Diagra,1989s,2,3,0,Middling,1,3,11
Xanthorhoe semifissata,Xansem,1989s,2,3,0,Middling,1,2,11
Amblyptilia repletalis,Ambrep,2020r,3,13,0,Middling,1,0,11
Diasemia grammalis,Diagra,2020r,3,13,0,Middling,1,0,11
Xanthorhoe semifissata,Xansem,2020r,3,13,0,Middling,1,0,11
Amblyptilia repletalis,Ambrep,2020s,3,13,0,Middling,1,0,11
Diasemia grammalis,Diagra,2020s,3,13,0,Middling,1,0,11
Xanthorhoe semifissata,Xansem,2020s,3,13,0,Middling,1,0,11
Amblyptilia repletalis,Ambrep,2021r,3,2,0,Middling,1,0,11
Diasemia grammalis,Diagra,2021r,3,2,0,Middling,1,0,11
Xanthorhoe semifissata,Xansem,2021r,3,2,0,Middling,1,0,11
Amblyptilia repletalis,Ambrep,2021s,3,2,0,Middling,1,0,11
Diasemia grammalis,Diagra,2021s,3,2,0,Middling,1,0,11
Xanthorhoe semifissata,Xansem,2021s,3,2,0,Middling,1,0,11
Hydriomena rixata,Hydrix,1961r,1,8,1,Middling,1,5,10
Meterana dotata,Metdot,1961r,1,8,0,Middling,1,10,10
Hydriomena rixata,Hydrix,1961s,1,13,1,Middling,1,5,10
Meterana dotata,Metdot,1961s,1,13,1,Middling,1,10,10
Hydriomena rixata,Hydrix,1962r,1,9,1,Middling,1,5,10
Meterana dotata,Metdot,1962r,1,9,5,Middling,1,10,10
Hydriomena rixata,Hydrix,1962s,1,13,2,Middling,1,5,10
Meterana dotata,Metdot,1962s,1,13,4,Middling,1,10,10
Hydriomena rixata,Hydrix,1987r,2,8,1,Middling,1,5,10
Meterana dotata,Metdot,1987r,2,8,0,Middling,1,0,10
Hydriomena rixata,Hydrix,1987s,2,9,1,Middling,1,5,10
Meterana dotata,Metdot,1987s,2,9,0,Middling,1,0,10
Hydriomena rixata,Hydrix,1988r,2,14,1,Middling,1,5,10
Meterana dotata,Metdot,1988r,2,14,0,Middling,1,0,10
Hydriomena rixata,Hydrix,1988s,2,15,2,Middling,1,5,10
Meterana dotata,Metdot,1988s,2,15,0,Middling,1,0,10
Hydriomena rixata,Hydrix,1989s,2,3,0,Middling,1,5,10
Meterana dotata,Metdot,1989s,2,3,0,Middling,1,0,10
Hydriomena rixata,Hydrix,2020r,3,13,0,Middling,1,0,10
Meterana dotata,Metdot,2020r,3,13,0,Middling,1,0,10
Hydriomena rixata,Hydrix,2020s,3,13,0,Middling,1,0,10
Meterana dotata,Metdot,2020s,3,13,0,Middling,1,0,10
Hydriomena rixata,Hydrix,2021r,3,2,0,Middling,1,0,10
Meterana dotata,Metdot,2021r,3,2,0,Middling,1,0,10
Hydriomena rixata,Hydrix,2021s,3,2,0,Middling,1,0,10
Meterana dotata,Metdot,2021s,3,2,0,Middling,1,0,10
Apoctena pictoriana,Apopic,1961r,1,8,3,Middling,0,9,9
Gadira acerella,Gadace,1961r,1,8,0,Middling,0,3,9
Ichneutica arotis,Icharo,1961r,1,8,0,Middling,0,0,9
Scoparia monochroma,Scomon,1961r,1,8,0,Middling,0,8,9
Scoparia niphospora,Sconip,1961r,1,8,0,Middling,0,7,9
Wiseana umbraculata,Wisumb,1961r,1,8,0,Middling,0,5,9
Apoctena pictoriana,Apopic,1961s,1,13,0,Middling,0,9,9
Gadira acerella,Gadace,1961s,1,13,1,Middling,0,3,9
Ichneutica arotis,Icharo,1961s,1,13,0,Middling,0,0,9
Scoparia monochroma,Scomon,1961s,1,13,3,Middling,0,8,9
Scoparia niphospora,Sconip,1961s,1,13,3,Middling,0,7,9
Wiseana umbraculata,Wisumb,1961s,1,13,1,Middling,0,5,9
Apoctena pictoriana,Apopic,1962r,1,9,5,Middling,0,9,9
Gadira acerella,Gadace,1962r,1,9,1,Middling,0,3,9
Ichneutica arotis,Icharo,1962r,1,9,0,Middling,0,0,9
Scoparia monochroma,Scomon,1962r,1,9,3,Middling,0,8,9
Scoparia niphospora,Sconip,1962r,1,9,4,Middling,0,7,9
Wiseana umbraculata,Wisumb,1962r,1,9,3,Middling,0,5,9
Apoctena pictoriana,Apopic,1962s,1,13,1,Middling,0,9,9
Gadira acerella,Gadace,1962s,1,13,1,Middling,0,3,9
Ichneutica arotis,Icharo,1962s,1,13,0,Middling,0,0,9
Scoparia monochroma,Scomon,1962s,1,13,2,Middling,0,8,9
Scoparia niphospora,Sconip,1962s,1,13,0,Middling,0,7,9
Wiseana umbraculata,Wisumb,1962s,1,13,1,Middling,0,5,9
Apoctena pictoriana,Apopic,1987r,2,8,0,Middling,0,0,9
Gadira acerella,Gadace,1987r,2,8,1,Middling,0,2,9
Ichneutica arotis,Icharo,1987r,2,8,0,Middling,0,6,9
Scoparia monochroma,Scomon,1987r,2,8,1,Middling,0,1,9
Scoparia niphospora,Sconip,1987r,2,8,0,Middling,0,2,9
Wiseana umbraculata,Wisumb,1987r,2,8,0,Middling,0,1,9
Apoctena pictoriana,Apopic,1987s,2,9,0,Middling,0,0,9
Gadira acerella,Gadace,1987s,2,9,0,Middling,0,2,9
Ichneutica arotis,Icharo,1987s,2,9,0,Middling,0,6,9
Scoparia monochroma,Scomon,1987s,2,9,0,Middling,0,1,9
